Time, Reading1, Reading2
145868,490,660
146388,489,661
146908,490,658
147428,491,659
147948,489,658
148468,490,661
148988,490,659
149508,489,660
150028,488,661
150548,490,658
151068,491,657
151588,489,661
152108,490,659
152628,488,660
153148,488,658
153668,489,660
154188,490,657
154708,489,658
155228,491,657
155748,489,657
156268,490,658
156788,490,657
157308,488,658
157828,488,658
158348,489,659
158868,489,659
159388,487,659
159908,489,659
160428,488,656
160948,489,657
161468,487,659
161988,488,659
162508,490,658
163028,487,660
163548,488,657
164068,490,657
164588,488,659
165108,490,658
165628,489,659
166148,490,657
166668,487,660
167188,488,656
167708,488,658
168228,489,657
168748,487,658
169268,488,656
169788,488,657
170308,487,659
170828,489,657
171348,488,656
171868,488,657
172388,488,658
172908,488,656
173428,488,658
173948,488,656
174468,489,656
174988,487,657
175508,488,659
176028,489,657
176548,488,658
177068,490,656
177588,487,658
178108,488,658
178628,488,656
179148,487,656
179668,487,657
180188,487,656
180708,487,656
181228,488,656
181748,488,657
182268,487,656
182788,488,657
183308,487,656
183828,489,656
184348,486,657
184868,488,656
185388,488,656
185908,488,656
186428,487,657
186948,488,658
187468,486,656
187988,486,657
188508,488,656
189028,488,655
189548,488,655
190068,486,656
190588,487,657
191108,488,656
191628,488,657
192148,487,655
192668,486,656
193188,487,657
193708,487,656
194228,487,656
194748,488,655
195268,487,656
195788,488,656
196308,487,655
196828,488,655
197348,488,654
197868,485,655
198388,487,655
198908,488,654
199428,488,655
199948,486,655
200468,487,654
200988,487,655
201508,486,654
202028,487,655
202548,487,653
203068,487,656
203588,487,655
204108,488,653
204628,486,655
205148,487,655
205668,488,653
206188,487,653
206708,486,653
207228,486,654
207748,487,654
208268,486,653
208788,487,655
209308,487,653
209828,486,656
210348,487,655
210868,487,652
211388,487,653
211908,486,655
212428,487,653
212948,486,655
213468,486,653
213988,486,652
214508,485,654
215028,486,653
215548,486,652
216068,484,654
216588,485,652
217108,484,653
217628,486,652
218148,485,654
218668,484,653
219188,485,652
219708,485,653
220228,486,652
220748,486,651
221268,485,652
221788,485,654
222308,485,654
222828,486,651
223348,486,653
223868,483,653
224388,484,653
224908,486,650
225428,486,650
225948,484,653
226468,486,651
226988,483,652
227508,485,650
228028,483,651
228548,484,651
229068,485,650
229588,483,652
230108,483,652
230628,483,652
231148,485,651
231668,484,649
232188,486,650
232708,485,650
233228,484,650
233748,484,651
234268,483,652
234788,484,652
235308,485,649
235828,483,652
236348,484,651
236868,483,650
237388,482,651
237908,483,650
238428,484,651
238948,485,648
239468,484,649
239988,484,650
240508,484,650
241028,483,651
241548,484,649
242068,483,649
242588,484,650
243108,485,649
243628,484,651
244148,483,651
244668,483,649
245188,485,650
245708,482,649
246228,484,648
246748,483,651
247268,481,650
247788,484,649
248308,484,650
248828,484,648
249348,482,648
249868,483,649
250388,484,647
250908,483,650
251428,482,648
251948,482,649
252468,483,648
252988,483,650
253508,483,650
254028,482,648
254548,482,648
255068,482,648
255588,483,649
256108,483,650
256628,484,647
257148,484,649
257668,481,649
258188,483,646
258708,482,648
259228,482,649
259748,483,649
260268,482,648
260788,483,648
261308,482,648
261828,484,649
262348,483,649
262868,481,650
263388,482,649
263908,484,649
264428,483,649
264948,484,647
265468,482,648
265988,483,648
266508,483,646
267028,483,649
267548,482,649
268068,481,648
268588,481,648
269108,481,649
269628,483,646
270148,482,649
270668,482,649
271188,483,648
271708,482,648
272228,483,647
272748,482,647
273268,483,647
273788,481,647
274308,482,647
274828,481,648
275348,481,647
275868,482,646
276388,483,646
276908,482,649
277428,482,648
277948,482,648
278468,482,646
278988,482,647
279508,483,646
280028,483,645
280548,483,648
281068,481,648
281588,482,647
282108,480,648
282628,481,648
283148,483,646
283668,483,647
284188,483,645
284708,482,647
285228,481,646
285748,482,648
286268,481,646
286788,481,648
287308,482,645
287828,483,648
288348,483,647
288868,482,644
289388,482,645
289908,480,647
290428,482,645
290948,482,645
291468,481,645
291988,481,645
292508,482,646
293028,483,646
293548,482,646
294068,481,645
294588,480,647
295108,481,647
295628,481,647
296148,482,645
296668,482,645
297188,480,646
297708,481,646
298228,482,646
298748,481,644
299268,481,646
299788,482,645
300308,481,645
300828,481,646
301348,481,647
301868,480,646
302388,481,645
302908,480,645
303428,481,646
303948,481,647
304468,482,645
304988,481,647
305508,481,647
306028,481,647
306548,482,644
307068,480,645
307588,480,646
308108,480,644
308628,480,647
309148,482,643
309668,481,644
310188,480,644
310708,481,646
311228,480,645
311748,480,644
312268,481,643
312788,480,644
313308,480,644
313828,480,645
314348,481,644
314868,483,645
315388,482,644
315908,482,643
316428,482,644
316948,483,643
317468,481,646
317988,481,647
318508,482,646
319028,481,643
319548,481,646
320068,481,646
320588,482,645
321108,480,647
321628,482,643
322148,481,643
322668,480,645
323188,482,643
323708,483,643
324228,480,646
324748,480,643
325268,482,645
325788,482,643
326308,480,646
326828,481,644
327348,481,645
327868,482,645
328388,481,645
328908,480,644
329428,480,645
329948,481,644
330468,480,645
330988,481,646
331508,480,645
332028,481,645
332548,481,643
333068,480,644
333588,481,642
334108,482,643
334628,478,645
335148,479,644
335668,481,645
336188,480,645
336708,480,643
337228,479,645
337748,479,645
338268,481,643
338788,479,643
339308,481,644
339828,481,645
340348,480,645
340868,479,643
341388,480,643
341908,481,643
342428,480,644
342948,481,644
343468,480,642
343988,479,645
344508,479,644
345028,479,644
345548,481,645
346068,479,645
346588,481,642
347108,480,645
347628,480,642
348148,481,641
348668,480,643
349188,478,645
349708,481,641
350228,479,644
350748,478,644
351268,480,643
351788,480,644
352308,479,642
352828,480,644
353348,481,643
353868,479,644
354388,481,643
354908,480,644
355428,479,644
355948,480,644
356468,480,644
356988,481,642
357508,480,644
358028,480,645
358548,479,644
359068,479,644
359588,481,642
360108,480,643
360628,481,643
361148,480,642
361668,480,642
362188,480,643
362708,479,644
363228,480,645
363748,480,644
364268,479,643
364788,479,644
365308,481,643
365828,482,643
366348,479,644
366868,479,644
367388,480,644
367908,479,644
368428,481,641
368948,479,645
369468,481,644
369988,481,643
370508,480,644
371028,482,642
371548,479,644
372068,481,642
372588,481,644
373108,482,642
373628,483,644
374148,481,645
374668,482,643
375188,482,642
375708,481,644
376228,483,644
376748,481,644
377268,480,643
377788,480,644
378308,481,643
378828,481,643
379348,481,643
379868,482,643
380388,479,645
380908,481,642
381428,482,642
381948,482,642
382468,480,644
382988,481,643
383508,480,643
384028,481,643
384548,481,641
385068,479,642
385588,480,643
386108,480,642
386628,480,641
387148,480,641
387668,480,643
388188,479,643
388708,480,642
389228,480,642
389748,480,642
390268,481,644
390788,480,644
391308,481,641
391828,480,643
392348,479,644
392868,481,642
393388,480,642
393908,482,643
394428,481,642
394948,479,644
395468,480,644
395988,481,642
396508,483,641
397028,480,642
397548,481,642
398068,479,645
398588,482,642
399108,480,643
399628,481,642
400148,481,643
400668,481,643
401188,482,642
401708,482,642
402228,482,641
402748,481,643
403268,482,643
403788,482,643
404308,480,644
404828,481,643
405348,481,643
405868,480,642
406388,480,641
406908,482,641
407428,480,644
407948,479,643
408468,480,644
408988,481,642
409508,481,643
410028,481,640
410548,481,643
411068,481,643
411588,480,644
412108,480,642
412628,482,641
413148,482,641
413668,481,644
414188,480,644
414708,481,644
415228,480,642
415748,482,644
416268,482,643
416788,481,644
417308,482,642
417828,480,643
418348,481,643
418868,482,641
419388,481,642
419908,481,643
420428,481,643
420948,482,643
421468,480,642
421988,480,642
422508,480,644
423028,481,644
423548,480,642
424068,481,642
424588,480,643
425108,481,641
425628,482,642
426148,481,641
426668,480,642
427188,480,642
427708,481,641
428228,481,643
428748,481,641
429268,481,642
429788,481,643
430308,480,643
430828,480,641
431348,480,642
431868,479,642
432388,480,642
432908,480,642
433428,480,641
433948,479,642
434468,480,641
434988,479,640
435508,481,641
436028,479,642
436548,481,640
437068,479,642
437588,481,641
438108,479,639
438628,480,642
439148,479,643
439668,479,643
440188,480,640
440708,479,642
441228,481,640
441748,480,639
442268,480,640
442788,478,639
443308,479,640
443828,480,639
444348,479,642
444868,478,641
445388,481,640
445908,479,639
446428,479,640
446948,480,641
447468,480,639
447988,479,640
448508,481,640
449028,479,641
449548,479,640
450068,479,640
450588,480,640
451108,479,642
451628,481,640
452148,480,640
452668,478,640
453188,479,642
453708,479,642
454228,479,642
454748,480,640
455268,479,641
455788,480,641
456308,479,641
456828,481,640
457348,481,639
457868,480,641
458388,480,640
458908,478,643
459428,479,641
459948,480,640
460468,480,641
460988,480,639
461508,479,640
462028,480,641
462548,479,641
463068,480,642
463588,480,641
464108,480,642
464628,479,642
465148,481,641
465668,480,641
466188,479,640
466708,480,639
467228,480,639
467748,480,640
468268,480,641
468788,480,641
469308,481,640
469828,478,641
470348,479,641
470868,480,640
471388,481,640
471908,479,642
472428,479,642
472948,479,640
473468,478,641
473988,479,642
474508,479,641
475028,479,639
475548,480,641
476068,480,638
476588,478,640
477108,479,639
477628,481,639
478148,479,639
478668,479,641
479188,479,639
479708,479,640
480228,479,639
480748,480,638
481268,480,638
481788,480,641
482308,480,639
482828,479,641
483348,478,639
483868,479,639
484388,479,639
484908,479,641
485428,478,640
485948,478,640
486468,480,640
486988,480,640
487508,480,638
488028,478,640
488548,479,639
489068,479,639
489588,478,639
490108,479,639
490628,480,639
491148,478,641
491668,480,640
492188,478,638
492708,480,638
493228,479,638
493748,480,640
494268,480,639
494788,480,638
495308,479,640
495828,478,640
496348,478,639
496868,480,639
497388,480,639
497908,479,640
498428,479,639
498948,480,638
499468,479,641
499988,479,639
500508,480,639
501028,478,641
501548,480,638
502068,480,639
502588,479,638
503108,478,640
503628,478,639
504148,478,640
504668,480,638
505188,479,640
505708,480,640
506228,478,639
506748,478,640
507268,480,639
507788,479,640
508308,480,638
508828,480,638
509348,478,639
509868,478,640
510388,480,637
510908,481,637
511428,480,638
511948,479,639
512468,479,639
512988,478,640
513508,480,638
514028,478,640
514548,479,640
515068,480,638
515588,480,639
516108,480,638
516628,478,640
517148,478,640
517668,478,639
518188,478,638
518708,478,638
519228,478,638
519748,478,640
520268,478,639
520788,479,640
521308,480,637
521828,479,640
522348,479,638
522868,479,639
523388,479,640
523908,479,638
524428,480,640
524948,480,640
525468,479,637
525988,478,639
526508,480,639
527028,478,640
527548,479,639
528068,479,638
528588,480,639
529108,480,639
529628,479,640
530148,478,639
530668,479,639
531188,478,639
531708,478,640
532228,479,640
532748,479,640
533268,478,639
533788,479,637
534308,479,640
534828,480,639
535348,478,637
535868,478,638
536388,479,638
536908,479,638
537428,478,639
537948,479,640
538468,479,639
538988,478,638
539508,479,639
540028,478,638
540548,480,637
541068,479,639
541588,478,639
542108,477,640
542628,478,637
543148,479,637
543668,479,638
544188,480,638
544708,479,637
545228,478,638
545748,477,639
546268,480,639
546788,478,637
547308,478,638
547828,478,638
548348,477,638
548868,479,638
549388,478,638
549908,478,635
550428,476,637
550948,476,638
551468,479,637
551988,478,637
552508,478,636
553028,478,638
553548,479,638
554068,478,639
554588,478,639
555108,477,638
555628,478,639
556148,476,639
556668,477,638
557188,480,637
557708,479,638
558228,478,638
558748,478,637
559268,477,640
559788,478,639
560308,479,637
560828,478,637
561348,478,638
561868,479,638
562388,477,637
562908,477,639
563428,479,638
563948,479,638
564468,477,639
564988,480,638
565508,479,636
566028,478,638
566548,478,638
567068,479,638
567588,477,639
568108,477,637
568628,479,635
569148,477,639
569668,479,637
570188,478,638
570708,477,638
571228,479,638
571748,477,639
572268,477,637
572788,477,638
573308,477,638
573828,477,637
574348,478,638
574868,479,637
575388,477,637
575908,477,639
576428,478,639
576948,479,639
577468,478,636
577988,477,639
578508,479,636
579028,478,639
579548,477,639
580068,477,639
580588,480,637
581108,479,639
581628,477,637
582148,480,637
582668,478,639
583188,480,637
583708,477,638
584228,477,637
584748,478,637
585268,478,639
585788,479,637
586308,478,638
586828,477,639
587348,479,639
587868,479,636
588388,477,640
588908,478,639
589428,478,639
589948,478,637
590468,478,638
590988,477,638
591508,478,639
592028,478,638
592548,477,638
593068,477,638
593588,477,639
594108,479,638
594628,477,639
595148,478,639
595668,478,639
596188,476,638
596708,478,636
597228,478,636
597748,476,638
598268,478,636
598788,478,638
599308,477,636
599828,477,638
600348,478,637
600868,478,639
601388,477,639
601908,479,636
602428,478,639
602948,476,638
603468,476,637
603988,479,637
604508,477,639
605028,478,637
605548,477,638
606068,476,639
606588,478,637
607108,477,637
607628,478,639
608148,479,636
608668,478,637
609188,478,637
609708,478,636
610228,478,637
610748,479,638
611268,478,637
611788,479,636
612308,477,639
612828,478,638
613348,477,639
613868,478,638
614388,478,639
614908,478,639
615428,478,639
615948,477,637
616468,479,636
616988,478,637
617508,478,637
618028,476,638
618548,478,639
619068,477,638
619588,478,637
620108,478,637
620628,479,636
621148,478,638
621668,480,637
622188,478,639
622708,479,637
623228,477,639
623748,477,638
624268,479,637
624788,477,638
625308,477,638
625828,478,636
626348,477,636
626868,479,638
627388,478,637
627908,479,636
628428,479,638
628948,479,637
629468,479,639
629988,479,637
630508,478,639
631028,478,636
631548,477,639
632068,477,637
632588,478,639
633108,478,636
633628,478,637
634148,478,638
634668,476,637
635188,477,638
635708,478,636
636228,478,636
636748,480,638
637268,479,637
637788,480,637
638308,479,636
638828,480,637
639348,479,638
639868,478,638
640388,478,639
640908,478,637
641428,478,638
641948,478,638
642468,477,638
642988,478,637
643508,477,638
644028,479,639
644548,479,638
645068,480,637
645588,479,638
646108,478,639
646628,478,640
647148,478,637
647668,479,637
648188,480,638
648708,480,638
649228,478,638
649748,478,638
650268,478,639
650788,478,639
651308,479,639
651828,479,639
652348,478,639
652868,480,639
653388,478,639
653908,479,639
654428,478,636
654948,479,638
655468,478,637
655988,479,640
656508,480,639
657028,478,638
657548,480,639
658068,478,639
658588,479,638
659108,478,638
659628,478,638
660148,478,639
660668,480,637
661188,478,637
661708,479,638
662228,479,637
662748,479,639
663268,478,639
663788,480,637
664308,478,638
664828,478,638
665348,480,639
665868,479,639
666388,479,640
666908,481,639
667428,478,638
667948,479,639
668468,479,637
668988,481,637
669508,478,639
670028,480,638
670548,481,639
671068,479,639
671588,481,639
672108,481,637
672628,480,639
673148,480,638
673668,480,640
674188,481,639
674708,480,637
675228,480,637
675748,480,640
676268,479,640
676788,480,639
677308,479,639
677828,480,639
678348,481,640
678868,480,640
679388,479,640
679908,480,637
680428,481,640
680948,479,640
681468,480,638
681988,481,639
682508,481,639
683028,480,639
683548,481,638
684068,479,638
684588,481,639
685108,480,640
685628,479,640
686148,479,639
686668,479,641
687188,479,638
687708,479,639
688228,480,637
688748,479,640
689268,481,638
689788,480,639
690308,480,639
690828,480,638
691348,480,639
691868,479,638
692388,480,638
692908,479,640
693428,479,639
693948,479,638
694468,480,638
694988,480,637
695508,481,637
696028,479,638
696548,479,640
697068,479,638
697588,478,638
698108,479,637
698628,480,638
699148,480,639
699668,479,638
700188,480,639
700708,479,639
701228,479,639
701748,480,638
702268,479,640
702788,480,637
703308,479,639
703828,481,638
704348,481,637
704868,481,639
705388,479,638
705908,480,638
706428,481,637
706948,480,636
707468,481,638
707988,482,637
708508,479,638
709028,480,639
709548,480,639
710068,480,638
710588,482,636
711108,479,639
711628,480,637
712148,481,637
712668,480,640
713188,480,638
713708,481,639
714228,482,639
714748,481,639
715268,481,638
715788,481,638
716308,482,638
716828,482,639
717348,481,637
717868,480,638
718388,481,638
718908,481,639
719428,480,638
719948,480,639
720468,481,640
720988,482,639
721508,481,640
722028,481,639
722548,482,640
723068,480,641
723588,482,640
724108,482,640
724628,479,640
725148,481,638
725668,482,640
726188,482,639
726708,480,639
727228,480,640
727748,482,640
728268,480,642
728788,481,639
729308,480,639
729828,482,638
730348,480,642
730868,483,640
731388,481,640
731908,481,642
732428,483,640
732948,481,642
733468,483,640
733988,482,639
734508,481,640
735028,482,642
735548,480,641
736068,481,640
736588,480,640
737108,482,638
737628,482,638
738148,479,641
738668,482,641
739188,482,640
739708,480,641
740228,482,640
740748,481,639
741268,481,640
741788,482,641
742308,481,642
742828,482,641
743348,482,639
743868,482,640
744388,483,641
744908,483,641
745428,483,641
745948,483,639
746468,483,641
746988,481,642
747508,483,639
748028,483,639
748548,481,641
749068,482,642
749588,481,642
750108,482,641
750628,481,640
751148,482,640
751668,484,639
752188,482,638
752708,483,642
753228,483,641
753748,482,640
754268,481,640
754788,483,641
755308,483,641
755828,482,641
756348,482,640
756868,482,640
757388,481,641
757908,483,641
758428,482,641
758948,482,640
759468,481,641
759988,482,640
760508,483,640
761028,483,643
761548,483,641
762068,482,643
762588,483,641
763108,481,641
763628,483,641
764148,483,641
764668,484,642
765188,483,642
765708,483,642
766228,484,640
766748,483,642
767268,483,640
767788,481,642
768308,484,642
768828,484,642
769348,482,642
769868,482,642
770388,483,642
770908,483,641
771428,481,642
771948,483,640
772468,482,642
772988,482,643
773508,484,642
774028,482,641
774548,482,640
775068,483,642
775588,482,642
776108,482,642
776628,482,639
777148,483,639
777668,484,640
778188,484,639
778708,484,640
779228,483,640
779748,484,641
780268,484,640
780788,483,640
781308,483,643
781828,483,641
782348,482,642
782868,484,641
783388,483,640
783908,482,642
784428,483,642
784948,481,640
785468,482,640
785988,482,640
786508,482,642
787028,484,641
787548,484,643
788068,483,642
788588,484,642
789108,483,641
789628,483,642
790148,483,641
790668,483,642
791188,484,641
791708,483,644
792228,484,641
792748,483,641
793268,484,642
793788,484,642
794308,484,643
794828,485,642
795348,483,643
795868,483,642
796388,483,643
796908,483,642
797428,483,643
797948,482,643
798468,484,644
798988,483,643
799508,484,643
800028,484,643
800548,484,643
801068,484,640
801588,483,641
802108,483,643
802628,484,641
803148,484,641
803668,483,642
804188,484,644
804708,485,643
805228,483,642
805748,483,643
806268,484,643
806788,484,641
807308,483,642
807828,482,642
808348,483,640
808868,483,643
809388,483,643
809908,482,642
810428,483,642
810948,482,643
811468,484,641
811988,484,642
812508,485,641
813028,483,642
813548,484,642
814068,483,641
814588,484,641
815108,484,640
815628,484,642
816148,484,641
816668,482,641
817188,484,639
817708,485,640
818228,483,642
818748,483,640
819268,482,642
819788,483,641
820308,483,641
820828,483,641
821348,482,639
821868,484,643
822388,484,642
822908,484,641
823428,484,640
823948,482,642
824468,483,643
824988,485,641
825508,485,641
826028,484,641
826548,485,641
827068,483,643
827588,485,642
828108,484,642
828628,485,642
829148,484,641
829668,482,641
830188,482,642
830708,483,643
831228,484,641
831748,484,641
832268,484,641
832788,482,643
833308,484,641
833828,485,643
834348,484,642
834868,484,641
835388,484,644
835908,484,644
836428,486,642
836948,485,642
837468,484,641
837988,486,642
838508,486,642
839028,485,642
839548,485,642
840068,484,641
840588,484,641
841108,484,644
841628,486,641
842148,484,642
842668,484,642
843188,486,640
843708,484,642
844228,484,643
844748,484,643
845268,485,645
845788,486,641
846308,485,644
846828,484,643
847348,485,644
847868,485,644
848388,485,644
848908,487,642
849428,486,644
849948,485,643
850468,486,641
850988,485,644
851508,486,643
852028,485,643
852548,486,642
853068,486,642
853588,485,645
854108,486,642
854628,487,642
855148,485,645
855668,486,642
856188,485,644
856708,485,644
857228,485,643
857748,486,644
858268,485,643
858788,486,643
859308,486,642
859828,487,643
860348,485,643
860868,485,644
861388,486,644
861908,487,643
862428,485,644
862948,485,643
863468,485,642
863988,486,642
864508,486,642
865028,486,641
865548,487,642
866068,486,641
866588,486,642
867108,485,644
867628,485,644
868148,487,643
868668,487,642
869188,486,643
869708,486,644
870228,485,645
870748,487,643
871268,487,643
871788,487,642
872308,486,644
872828,486,641
873348,487,644
873868,485,644
874388,486,643
874908,485,644
875428,486,643
875948,485,644
876468,488,642
876988,486,642
877508,486,644
878028,487,643
878548,485,643
879068,487,643
879588,485,642
880108,486,644
880628,486,643
881148,487,642
881668,487,643
882188,487,644
882708,485,645
883228,488,644
883748,487,645
884268,487,643
884788,485,644
885308,486,645
885828,485,644
886348,485,642
886868,486,643
887388,488,644
887908,485,644
888428,486,645
888948,486,644
889468,487,643
889988,488,643
890508,487,643
891028,487,645
891548,487,646
892068,487,646
892588,486,644
893108,485,645
893628,487,645
894148,486,645
894668,485,645
895188,486,644
895708,486,643
896228,485,644
896748,487,643
897268,487,645
897788,486,644
898308,487,645
898828,487,646
899348,487,645
899868,487,645
900388,488,643
900908,486,646
901428,486,643
901948,486,645
902468,487,646
902988,485,644
903508,487,644
904028,487,641
904548,487,645
905068,486,644
905588,488,644
906108,486,644
906628,488,644
907148,486,645
907668,488,645
908188,489,645
908708,489,645
909228,488,645
909748,487,646
910268,487,648
910788,488,646
911308,489,646
911828,488,644
912348,489,645
912868,488,646
913388,489,645
913908,486,647
914428,489,646
914948,489,645
915468,490,645
915988,487,647
916508,488,645
917028,490,644
917548,488,646
918068,489,647
918588,489,646
919108,489,646
919628,489,644
920148,490,645
920668,487,648
921188,490,646
921708,489,646
922228,491,647
922748,489,646
923268,488,644
923788,489,645
924308,490,644
924828,488,646
925348,489,648
925868,491,646
926388,488,647
926908,490,647
927428,489,648
927948,488,647
928468,490,647
928988,490,647
929508,490,648
930028,489,648
930548,490,647
931068,488,648
931588,489,647
932108,490,647
932628,489,648
933148,489,648
933668,488,648
934188,490,648
934708,491,645
935228,489,648
935748,489,648
936268,489,647
936788,490,646
937308,488,648
937828,489,646
938348,489,647
938868,489,649
939388,489,648
939908,489,648
940428,490,648
940948,491,645
941468,489,648
941988,489,645
942508,491,647
943028,491,646
943548,491,647
944068,489,646
944588,491,647
945108,489,648
945628,491,646
946148,491,649
946668,490,649
947188,489,647
947708,490,646
948228,491,647
948748,489,647
949268,490,645
949788,492,646
950308,490,646
950828,490,646
951348,491,648
951868,491,645
952388,488,647
952908,490,646
953428,489,649
953948,489,647
954468,489,647
954988,490,648
955508,489,646
956028,489,647
956548,491,647
957068,490,647
957588,491,647
958108,491,649
958628,489,649
959148,491,645
959668,489,650
960188,489,649
960708,490,649
961228,490,648
961748,490,647
962268,491,647
962788,491,646
963308,490,647
963828,491,648
964348,489,648
964868,490,648
965388,490,648
965908,491,647
966428,489,649
966948,489,648
967468,490,646
967988,490,649
968508,491,648
969028,490,648
969548,490,648
970068,489,649
970588,491,647
971108,490,647
971628,490,648
972148,490,648
972668,489,648
973188,489,648
973708,489,649
974228,490,648
974748,490,647
975268,489,648
975788,489,649
976308,489,649
976828,491,648
977348,491,649
977868,490,649
978388,491,649
978908,491,647
979428,491,647
979948,491,648
980468,491,648
980988,491,648
981508,490,649
982028,490,647
982548,490,649
983068,491,649
983588,491,649
984108,491,649
984628,492,650
985148,490,649
985668,491,648
986188,492,647
986708,491,648
987228,491,648
987748,492,647
988268,493,647
988788,491,647
989308,491,650
989828,492,649
990348,491,648
990868,490,649
991388,492,648
991908,491,648
992428,493,647
992948,493,649
993468,492,648
993988,492,651
994508,492,648
995028,491,650
995548,491,651
996068,492,649
996588,491,648
997108,491,650
997628,491,651
998148,491,649
998668,491,649
999188,493,651
999708,493,650
1000228,491,649
1000748,493,650
1001268,493,651
1001788,492,649
1002308,493,649
1002828,493,651
1003348,493,651
1003868,492,649
1004388,493,651
1004908,492,650
1005428,493,652
1005948,492,651
1006468,491,652
1006988,494,651
1007508,493,651
1008028,493,651
1008548,491,651
1009068,493,650
1009588,492,649
1010108,493,651
1010628,494,651
1011148,492,652
1011668,492,649
1012188,493,652
1012708,493,651
1013228,493,649
1013748,492,650
1014268,492,652
1014788,492,651
1015308,493,649
1015828,492,652
1016348,492,650
1016868,492,652
1017388,493,650
1017908,494,650
1018428,493,652
1018948,492,652
1019468,493,650
1019988,493,651
1020508,493,650
1021028,494,651
1021548,493,651
1022068,493,652
1022588,493,653
1023108,493,652
1023628,492,653
1024148,493,652
1024668,492,652
1025188,492,652
1025708,495,651
1026228,493,651
1026748,492,652
1027268,492,652
1027788,493,651
1028308,493,653
1028828,494,652
1029348,494,652
1029868,494,653
1030388,494,649
1030908,493,653
1031428,492,650
1031948,492,652
1032468,492,651
1032988,493,651
